sales_id,product_id,customer_id,channel_id,order_date,qty,unit_price,discount_rate,sale_currency
258,25,61,1,2025-01-03,10,136.88,0.1530548482040925,EUR
259,26,82,3,2025-01-03,6,143.67,0.0312646948299821,USD
260,27,2,3,2025-01-03,4,385.25,0.0288151074916966,EUR
261,28,74,1,2025-01-03,4,446.73,0.1107048375528557,EUR
262,29,27,3,2025-01-03,1,536.97,0.119330977490666,EUR
263,30,116,4,2025-01-03,9,451.94,0.1496593173465586,TRY
264,31,79,2,2025-01-03,4,444.65,0.1291863007120175,EUR
265,32,109,1,2025-01-03,5,177.12,0.1669496733736124,USD
266,33,38,1,2025-01-03,13,358.26,0.1502083628361968,USD
267,34,43,4,2025-01-03,7,135.83,0.1343370498230498,EUR
268,35,80,3,2025-01-03,3,248.97,0.0714276718023644,EUR
269,36,79,3,2025-01-03,4,327.74,0.0139617769421914,TRY
270,37,104,3,2025-01-03,2,56.75,0.1318844501758746,EUR
271,38,101,2,2025-01-03,3,278.44,0.0632666318992658,TRY
272,39,18,3,2025-01-03,9,395.18,0.0443051408413039,TRY
273,40,46,4,2025-01-03,7,254.39,0.1359160359695148,USD
274,41,108,1,2025-01-03,10,300.21,0.1549533923051831,EUR
275,42,34,2,2025-01-03,10,471.92,0.056123187927475,USD
276,43,109,1,2025-01-03,5,347.14,0.1467089234088895,EUR
277,44,99,4,2025-01-03,5,87.67,0.1014356622571147,USD
278,45,84,4,2025-01-03,19,297.22,0.1180072623681436,EUR
279,46,18,3,2025-01-03,12,55.54,0.1550394477674856,USD
280,47,85,1,2025-01-03,9,425.09,0.0929402284340905,TRY
281,48,97,2,2025-01-03,10,295.69,0.0477761609077182,EUR
282,49,95,2,2025-01-03,2,116.3,0.1028273361032764,EUR
283,50,30,4,2025-01-03,2,316.33,0.1464008949451199,USD
284,51,67,2,2025-01-03,11,131.97,0.0125722322826938,USD
285,52,113,4,2025-01-03,16,423.13,0.1815452185145921,TRY
286,53,107,3,2025-01-03,8,387.42,0.0092874915002356,TRY
287,54,84,4,2025-01-03,11,159.56,0.1483819414128602,USD
288,55,67,1,2025-01-03,24,135.51,0.0757037034113657,TRY
289,56,46,4,2025-01-03,3,293.21,0.0503172820453774,TRY
290,57,65,1,2025-01-03,15,89.13,0.1634473530467144,EUR
291,58,28,3,2025-01-03,9,390.21,0.1764068486377124,TRY
292,59,85,1,2025-01-03,5,283.35,0.0300480815573121,EUR
293,60,87,4,2025-01-03,5,471.09,0.0460692665198649,EUR
294,61,3,4,2025-01-03,8,385.66,0.0957629285440164,TRY
295,62,81,2,2025-01-03,6,431.66,0.0487340614842539,USD
296,64,77,4,2025-01-03,10,447.62,0.0332682732615763,EUR
297,65,11,3,2025-01-03,7,250.52,0.193848737424023,TRY
298,66,22,4,2025-01-03,10,91.34,0.043318683578377,EUR
299,67,80,2,2025-01-03,8,190.06,0.0438727629637175,TRY
300,68,119,3,2025-01-03,18,108.98,0.1319297500115706,TRY
301,69,17,4,2025-01-03,13,361.71,0.0906940290280183,TRY
302,70,106,4,2025-01-03,3,196.49,0.0217140227803031,TRY
303,71,113,1,2025-01-03,6,297.57,0.0299122387252912,EUR
304,72,85,4,2025-01-03,6,164.34,0.1567736469677537,TRY
305,73,67,4,2025-01-03,1,447.46,0.0260657681554328,EUR
306,74,30,4,2025-01-03,14,495.97,0.0841368040001056,EUR
307,75,76,3,2025-01-03,19,159.7,0.1876843255792561,USD
308,76,55,1,2025-01-03,8,326.51,0.1609242077788621,USD
309,78,33,4,2025-01-03,18,281.16,0.1718106494602823,TRY
310,79,67,1,2025-01-03,13,492.72,0.0378042027435741,EUR
311,80,53,3,2025-01-03,4,156.84,0.0014388104901162,EUR
312,81,34,3,2025-01-03,6,398.76,0.0724539579549181,USD
313,82,88,3,2025-01-03,5,267.81,0.1709953852535857,USD
314,83,23,4,2025-01-03,9,62.28,0.0794908296390949,EUR
315,84,74,3,2025-01-03,8,398.98,0.0740425937758294,USD
316,85,96,1,2025-01-03,2,137.88,0.0688712608429707,USD
317,86,28,1,2025-01-03,11,211.95,0.0459542608955426,USD
318,87,21,1,2025-01-03,2,441.14,0.1016687086232914,USD
319,88,61,2,2025-01-03,7,465.95,0.0778207361170206,EUR
320,89,48,2,2025-01-03,4,194.25,0.1851723575595698,USD
321,90,79,4,2025-01-03,11,241.43,0.0160079473391605,TRY
322,91,100,1,2025-01-03,15,207.44,0.1312350459709846,TRY
323,92,109,2,2025-01-03,5,337.3,0.1640457468856441,USD
324,93,101,1,2025-01-03,2,470.09,0.1313768445413685,TRY
325,94,87,2,2025-01-03,21,415.26,0.1199029825784979,TRY
326,95,12,2,2025-01-03,9,159.56,0.0072122266288697,EUR
327,96,52,4,2025-01-03,8,260.08,0.1993634287654412,EUR
328,97,118,1,2025-01-03,10,164.92,0.1172160330419397,USD
329,98,45,3,2025-01-03,8,238.5,0.0180331715190301,EUR
330,99,59,2,2025-01-03,4,494.71,0.1926575330130977,TRY
331,100,65,4,2025-01-03,8,357.18,0.185942768162424,USD
332,101,103,1,2025-01-03,15,316.87,0.0212929912785153,USD
333,102,89,3,2025-01-03,15,334.58,0.1026573374222358,EUR
334,103,97,2,2025-01-03,2,462.9,0.088553728112661,TRY
335,104,62,1,2025-01-03,18,258.73,0.067932152690349,USD
336,105,87,2,2025-01-03,4,250.33,0.0232536602881845,EUR
337,106,67,3,2025-01-03,6,434.14,0.1402352202384623,USD
338,107,12,3,2025-01-03,3,244.66,0.1071303814794468,TRY
339,108,61,2,2025-01-03,10,240.92,0.0797861273194818,USD
340,109,96,2,2025-01-03,12,141.71,0.0627745559119253,EUR
341,111,30,2,2025-01-03,5,524.51,0.0399333078188618,TRY
342,112,100,2,2025-01-03,4,330.85,0.0405533117576546,EUR
343,113,79,4,2025-01-03,2,368.91,0.0213378580210782,TRY
344,114,48,4,2025-01-03,16,339.28,0.0013247352305713,TRY
345,115,63,3,2025-01-03,8,443.14,0.1241334949663533,USD
346,116,29,4,2025-01-03,8,486.4,0.036574372625939,TRY
347,117,62,4,2025-01-03,17,439.31,0.1500338771591561,USD
348,118,59,2,2025-01-03,7,54.54,0.1879308842730044,EUR
349,119,2,1,2025-01-03,2,469.35,0.1953014390474083,EUR
350,120,79,3,2025-01-03,5,137.67,0.1348206120889669,TRY
351,1,63,2,2025-01-04,21,97.84,0.1289149793295837,EUR
352,2,94,4,2025-01-04,14,518.17,0.1963351421927667,TRY
353,3,63,1,2025-01-04,16,270.05,0.1378499960568084,EUR
354,4,70,2,2025-01-04,4,93.87,0.1118049581270137,TRY
355,5,9,2,2025-01-04,2,133.11,0.1464804820245425,USD
356,6,1,4,2025-01-04,5,170.75,0.0898768399591336,EUR
357,7,100,3,2025-01-04,1,374.48,0.1011915465877109,TRY
358,8,25,4,2025-01-04,14,422.71,0.0641388188615494,EUR
359,9,53,3,2025-01-04,4,88.0,0.0995098319139094,EUR
360,10,23,2,2025-01-04,1,146.86,0.0220928268078808,USD
361,11,85,4,2025-01-04,14,130.53,0.0404158057377564,USD
362,12,78,2,2025-01-04,4,425.85,0.1247940967996627,EUR
363,13,60,1,2025-01-04,5,150.47,0.0026172219667002,TRY
364,14,106,4,2025-01-04,13,268.85,0.0121400376572103,EUR
365,15,94,1,2025-01-04,2,398.14,0.1416867569957673,TRY
366,16,13,1,2025-01-04,7,419.47,0.060780909773611,USD
367,17,73,2,2025-01-04,17,278.88,0.1063322102804945,TRY
368,18,99,1,2025-01-04,10,50.72,0.0357795783257834,USD
369,19,22,1,2025-01-04,2,312.4,0.0715926731742807,USD
370,20,120,4,2025-01-04,16,321.96,0.109993093314107,TRY
371,21,53,3,2025-01-04,7,438.58,0.0630309992284794,USD
372,22,49,2,2025-01-04,4,498.82,0.0861176145466491,TRY
373,23,51,4,2025-01-04,17,487.88,0.1852293845185315,EUR
374,24,114,2,2025-01-04,13,374.71,0.0069325804456419,TRY
375,25,99,1,2025-01-04,14,149.76,0.0600667923456347,EUR
376,26,13,2,2025-01-04,6,138.38,0.1379438367818854,USD
377,27,30,2,2025-01-04,19,346.32,0.0711311506570981,EUR
378,28,94,2,2025-01-04,11,489.81,0.0600604863344209,EUR
379,29,77,1,2025-01-04,2,491.75,0.0649384108080032,EUR
380,30,118,1,2025-01-04,17,455.46,0.0074743192356666,TRY
381,31,112,1,2025-01-04,5,469.03,0.0695860413905866,EUR
382,32,7,4,2025-01-04,3,205.4,0.1495357314538645,USD
383,33,20,2,2025-01-04,13,329.92,0.0082364504327126,USD
384,34,29,1,2025-01-04,5,143.01,0.1463157147129883,EUR
385,35,74,4,2025-01-04,3,254.31,0.1572736596976554,EUR
386,36,100,4,2025-01-04,5,322.0,0.1096304810035099,TRY
387,37,84,4,2025-01-04,4,57.31,0.1524065839273791,EUR
388,38,10,2,2025-01-04,7,310.55,0.1122335219621611,TRY
389,39,86,1,2025-01-04,9,406.38,0.0860131462267214,TRY
390,40,99,1,2025-01-04,10,247.47,0.0730535288874922,USD
391,41,80,4,2025-01-04,6,357.62,0.1975303833927458,EUR
392,42,20,3,2025-01-04,3,411.38,0.0089755101862746,USD
393,43,112,2,2025-01-04,4,302.46,0.1705528290358401,EUR
394,44,58,3,2025-01-04,1,91.51,0.0575370177831251,USD
395,45,71,3,2025-01-04,12,277.23,0.0663753438130163,EUR
396,46,49,1,2025-01-04,14,61.13,0.1459847167019577,USD
397,47,26,3,2025-01-04,14,405.43,0.1327056683999286,TRY
398,48,9,1,2025-01-04,16,278.05,0.1235929552782795,EUR
399,49,3,1,2025-01-04,3,128.25,0.0542620758160675,EUR
400,50,116,1,2025-01-04,8,381.78,0.1766804630300568,USD
401,51,72,4,2025-01-04,20,136.14,0.1733545491056239,USD
402,52,63,3,2025-01-04,6,428.21,0.0042976916428691,TRY
403,53,31,3,2025-01-04,6,389.66,0.0314010501181665,TRY
404,54,113,3,2025-01-04,11,143.57,0.1957175649721197,USD
405,55,29,3,2025-01-04,11,136.66,0.1999903601629415,TRY
406,56,67,4,2025-01-04,2,284.82,0.1794350629938343,TRY
407,57,74,2,2025-01-04,17,79.61,0.1224896786700211,EUR
408,59,111,2,2025-01-04,3,279.98,0.0413514549322018,EUR
409,60,117,4,2025-01-04,6,488.17,0.1377064178960567,EUR
410,61,9,3,2025-01-04,3,448.2,0.0290304789785023,TRY
411,62,94,2,2025-01-04,11,408.37,0.1897203128329523,USD
412,63,57,3,2025-01-04,6,219.96,0.0637374891044674,USD
413,64,100,2,2025-01-04,17,467.41,0.1643397031636984,EUR
414,65,78,3,2025-01-04,14,255.52,0.0263091760646499,TRY
